,SITE_NAME,INVOICE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,FACT_NBR
49609,(1920BB),12019483,01/10/2019,31/12/2019,7 740,"1 196,76",11
49610,(1920BB),12020146,01/01/2020,31/03/2020,7 188,"1 152,96",11
49611,(1920BB),12020255,01/04/2020,30/06/2020,7 938,"1 273,26",11
49612,(1920BB),12020362,01/07/2020,30/09/2020,8 293,"1 330,28",11
49613,(1921BB),1300003029,01/01/2018,31/12/2018,18 923,"2 580,25",13
49614,(1921BB),9200078810,01/01/2019,31/12/2019,18 469,"2 460,94",13
49615,(1921BB),1300003030,01/01/2020,31/01/2020,1 538,"222,86",13
49616,(1921BB),1300003030,01/02/2020,29/02/2020,1 441,"209,86",13
49617,(1921BB),1300003030,01/03/2020,31/03/2020,1 837,"264,88",13
49618,(1921BB),1300003030,01/04/2020,30/04/2020,2 229,"318,06",13
49619,(1921BB),1300003030,01/05/2020,31/05/2020,2 394,"341,94",13
49620,(1921BB),1300003030,01/06/2020,30/06/2020,2 443,"349,81",13
49621,(1921BB),#,01/07/2020,31/07/2020,2 597,"370,21",13
49622,(1921BB),1300003030,01/08/2020,31/08/2020,2 643,"375,88",13
49623,(1921BB),1300003030,01/09/2020,30/09/2020,2 506,"356,35",13
49624,(1921BB),1300003030,01/10/2020,31/10/2020,2 576,"365,74",13
49625,(1921BB),1300003030,01/11/2020,30/11/2020,2 455,"339,87",13
49626,(1919BB),1300003029,01/01/2018,31/12/2018,23 960,"3 237,63",2
49627,(1919BB),9200078810,01/01/2019,31/12/2019,24 821,"3 221,50",2
49628,(1923BB),1300003029,01/01/2018,31/12/2018,24 765,"3 291,53",19
49629,(1923BB),1300003029,01/01/2019,30/06/2019,14 752,"1 868,25",19
49630,(1923BB),1300082549,01/07/2019,31/07/2019,2 901,"364,00",19
49631,(1923BB),1300082549,01/08/2019,31/08/2019,2 933,"365,27",19
49632,(1923BB),#,01/09/2019,30/09/2019,2 758,"344,46",19
49633,(1923BB),1300082549,01/10/2019,31/10/2019,2 831,"352,74",19
49634,(1923BB),1300082549,01/11/2019,30/11/2019,2 725,"340,05",19
49635,(1923BB),9200080633,01/12/2019,31/12/2019,2 791,"348,07",19
49636,(1923BB),1300082549,01/01/2020,31/01/2020,2 789,"399,89",19
49637,(1923BB),1300082549,01/02/2020,29/02/2020,2 569,"371,54",19
49638,(1923BB),1300082549,01/03/2020,31/03/2020,2 728,"395,62",19
49639,(1923BB),1300082549,01/04/2020,30/04/2020,2 677,"387,66",19
49640,(1923BB),1300082549,01/05/2020,31/05/2020,2 757,"398,24",19
49641,(1923BB),1300082549,01/06/2020,30/06/2020,2 746,"396,06",19
49642,(1923BB),#,01/07/2020,31/07/2020,2 871,"411,81",19
49643,(1923BB),1300082549,01/08/2020,31/08/2020,2 909,"415,85",19
49644,(1923BB),1300082549,01/09/2020,30/09/2020,2 706,"388,61",19
49645,(1923BB),1300082549,01/10/2020,31/10/2020,2 787,"399,42",19
49646,(1923BB),1300082549,01/11/2020,30/11/2020,2 723,"376,79",19
49647,(1922BB),1300003029,01/01/2018,31/12/2018,30 946,"4 069,39",2
49648,(1922BB),9200078810,01/01/2019,31/12/2019,26 611,"3 383,91",2
49649,(1336BR),90191744,01/01/2018,31/12/2018,14 890,"1 789,78",2
49650,(1336BR),90199703,01/01/2019,31/12/2019,13 331,"2 163,35",2
49651,(1337BR),7240675305,01/01/2018,31/12/2018,23 507,"2 711,07",3
49652,(1337BR),7010739801,01/01/2019,31/12/2019,23 472,"2 658,77",3
49653,(1337BR),7190999911,01/01/2020,28/10/2020,22 127,"2 915,86",3
49654,(1104BB),90193157,01/01/2018,31/12/2018,4 382,"526,28",2
49655,(1104BB),90199703,01/01/2019,31/12/2019,5 287,"711,26",2
49656,(1105BB),1300003027,01/01/2018,31/12/2018,11 637,"1 729,65",24
49657,(1105BB),1300003030,01/01/2019,31/01/2019,1 245,"174,86",24
49658,(1105BB),1300003030,01/02/2019,28/02/2019,1 125,"146,56",24
49659,(1105BB),1300003030,01/03/2019,31/03/2019,1 234,"159,88",24
49660,(1105BB),1300003030,01/04/2019,30/04/2019,1 189,"153,83",24
49661,(1105BB),1300003030,01/05/2019,31/05/2019,1 220,"157,69",24
49662,(1105BB),1300003030,01/06/2019,30/06/2019,1 197,"154,76",24
49663,(1105BB),1300003030,01/07/2019,31/07/2019,1 217,"157,54",24
49664,(1105BB),1300003030,01/08/2019,31/08/2019,1 225,"158,47",24
49665,(1105BB),#,01/09/2019,30/09/2019,1 177,"152,80",24
49666,(1105BB),1300003030,01/10/2019,31/10/2019,1 229,"158,90",24
49667,(1105BB),1300003030,01/11/2019,30/11/2019,1 173,"152,30",24
49668,(1105BB),9200078815,01/12/2019,31/12/2019,1 207,"156,32",24
49669,(1105BB),1300003030,01/01/2020,31/01/2020,1 196,"177,59",24
49670,(1105BB),1300003030,01/02/2020,29/02/2020,1 114,"166,32",24
49671,(1105BB),1300003030,01/03/2020,31/03/2020,1 196,"177,80",24
49672,(1105BB),1300003030,01/04/2020,30/04/2020,1 154,"171,45",24
49673,(1105BB),1300003030,01/05/2020,31/05/2020,1 249,"185,12",24
49674,(1105BB),1300003030,01/06/2020,30/06/2020,1 184,"175,65",24
49675,(1105BB),#,01/07/2020,31/07/2020,1 257,"186,40",24
49676,(1105BB),1300003030,01/08/2020,31/08/2020,1 232,"182,39",24
49677,(1105BB),1300003030,01/09/2020,30/09/2020,1 178,"175,03",24
49678,(1105BB),1300003030,01/10/2020,31/10/2020,1 217,"180,33",24
49679,(1105BB),1300003030,01/11/2020,30/11/2020,1 181,"163,26",24
49680,(1106BB),90193168,01/01/2018,31/12/2018,11 851,"1 228,95",2
49681,(1106BB),90199703,01/01/2019,31/12/2019,12 483,"1 444,16",2
49682,(1108BB),19000012,15/01/2018,31/12/2018,6 222,"1 063,96",2
49683,(1108BB),20000017,01/01/2019,31/12/2019,8 454,"1 471,00",2
49684,(1109BB),1300003028,01/01/2018,31/12/2018,28 547,"3 860,76",2
49685,(1109BB),9200078809,01/01/2019,31/12/2019,38 770,"4 937,17",2
49686,(9513BB),6190200044,01/01/2018,31/12/2018,1 882,"484,15",2
49687,(9513BB),6200200044,01/01/2019,31/12/2019,1 872,"465,59",2
49688,(1343BR),7200871090,01/01/2018,23/05/2018,8 018,"936,11",3
49689,(1343BR),7240675334,24/05/2018,31/12/2018,13 976,"1 617,26",3
49690,(1343BR),7010740177,01/01/2019,31/12/2019,21 744,"2 481,72",3
49691,(1348BR),7010671121,01/01/2018,31/01/2018,580,"69,08",35
49692,(1348BR),7010674536,01/02/2018,28/02/2018,524,"64,17",35
49693,(1348BR),7010677303,01/03/2018,31/03/2018,580,"69,05",35
49694,(1348BR),7010680430,01/04/2018,30/04/2018,564,"67,63",35
49695,(1348BR),7010682689,01/05/2018,31/05/2018,603,"70,98",35
49696,(1348BR),7010685153,01/06/2018,30/06/2018,601,"70,73",35
49697,(1348BR),7010687605,01/07/2018,31/07/2018,646,"74,59",35
49698,(1348BR),7010690122,01/08/2018,31/08/2018,664,"75,58",35
49699,(1348BR),7010693510,01/09/2018,30/09/2018,570,"67,97",35
49700,(1348BR),7010696602,01/10/2018,31/10/2018,581,"68,96",35
49701,(1348BR),7010698523,01/11/2018,30/11/2018,546,"65,92",35
49702,(1348BR),7010701285,01/12/2018,31/12/2018,563,"67,39",35
49703,(1348BR),7010705839,01/01/2019,31/01/2019,581,"67,65",35
49704,(1348BR),7010710054,01/02/2019,28/02/2019,536,"63,82",35
49705,(1348BR),7010713168,01/03/2019,31/03/2019,593,"68,63",35
49706,(1348BR),7010719759,01/04/2019,30/04/2019,575,"67,10",35
49707,(1348BR),7010722173,01/05/2019,31/05/2019,598,"69,04",35
49708,(1348BR),7010724621,01/06/2019,30/06/2019,649,"73,27",35
49709,(1348BR),7010727192,01/07/2019,31/07/2019,701,"77,63",35
49710,(1348BR),7010729531,01/08/2019,31/08/2019,728,"79,88",35
49711,(1348BR),7010731590,01/09/2019,30/09/2019,598,"68,97",35
49712,(1348BR),7010735200,01/10/2019,31/10/2019,597,"68,91",35
49713,(1348BR),7010737367,01/11/2019,30/11/2019,574,"66,95",35
49714,(1348BR),7010740643,01/12/2019,31/12/2019,592,"68,45",35
49715,(1348BR),7010745551,01/01/2020,31/01/2020,592,"80,42",35
49716,(1348BR),7010749427,01/02/2020,29/02/2020,554,"76,44",35
49717,(1348BR),7010752580,01/03/2020,31/03/2020,593,"80,15",35
49718,(1348BR),7010755366,01/04/2020,30/04/2020,576,"78,35",35
49719,(1348BR),7010757787,01/05/2020,31/05/2020,598,"80,64",35
49720,(1348BR),7010760352,01/06/2020,30/06/2020,628,"83,71",35
49721,(1348BR),7010762664,01/07/2020,31/07/2020,701,"91,23",35
49722,(1348BR),7010766224,01/08/2020,31/08/2020,726,"93,80",35
49723,(1348BR),7010768671,01/09/2020,30/09/2020,743,"95,55",35
49724,(1348BR),7010772334,01/10/2020,31/10/2020,882,"109,95",35
49725,(1348BR),7010775129,01/11/2020,30/11/2020,868,"108,51",35
49726,(1349BR),7200882660,01/01/2018,17/10/2018,5 236,"748,42",4
49727,(1349BR),7010700233,18/10/2018,31/12/2018,1 305,"188,98",4
49728,(1349BR),7220794350,01/01/2019,11/03/2019,1 247,"177,56",4
49729,(1349BR),7010740439,12/03/2019,31/12/2019,5 417,"758,95",4
49730,(1350BR),7010700195,01/01/2018,31/12/2018,6 180,"844,25",3
49731,(1350BR),7141269150,01/01/2019,11/06/2019,2 922,"388,04",3
49732,(1350BR),7010739801,12/06/2019,31/12/2019,3 732,"491,96",3
49733,(1351BR),7240675348,01/01/2018,31/12/2018,6 167,"842,87",3
49734,(1351BR),7171077126,01/01/2019,14/07/2019,7 058,"829,77",3
49735,(1351BR),7010740130,15/07/2019,31/12/2019,5 866,"692,70",3
49736,(1355BR),90193186,01/01/2018,31/12/2018,12 038,"1 413,26",2
49737,(1355BR),90199703,01/01/2019,31/12/2019,11 844,"1 512,72",2
49738,(1356BR),90193212,01/01/2018,31/12/2018,10 213,"1 241,90",2
49739,(1356BR),90199703,01/01/2019,31/12/2019,13 863,"1 811,06",2
49740,(1358BR),7190918273,01/01/2018,15/10/2018,18 097,"2 045,60",4
49741,(1358BR),7010700233,16/10/2018,31/12/2018,5 523,"621,99",4
49742,(1358BR),7010740439,01/01/2019,31/12/2019,29 322,"3 202,73",4
49743,(1358BR),7171179257,01/01/2020,01/11/2020,24 825,"3 202,23",4
49744,(1359BR),90193035,01/01/2018,31/12/2018,23 708,"2 693,23",1
49745,(0579BR),90193116,01/01/2018,31/12/2018,2 155,"252,14",2
49746,(0579BR),90199703,01/01/2019,31/12/2019,1 242,"158,72",2
49747,(1363BR),7210822478,01/01/2018,17/06/2018,9 878,"1 121,71",3
49748,(1363BR),7330020720,18/06/2018,31/12/2018,12 417,"1 407,56",3
49749,(1363BR),7010740439,01/01/2019,31/12/2019,31 785,"3 455,11",3
49750,(1118KO),7293511510,01/01/2018,31/01/2018,1 407,"176,72",35
49751,(1118KO),7293522867,01/02/2018,28/02/2018,1 275,"160,82",35
49752,(1118KO),7293319851,01/03/2018,31/03/2018,1 411,"177,20",35
49753,(1118KO),7293534003,01/04/2018,30/04/2018,1 369,"172,14",35
49754,(1118KO),7293413195,01/05/2018,31/05/2018,1 415,"177,68",35
49755,(1118KO),7293543396,01/06/2018,30/06/2018,1 373,"172,62",35
49756,(1118KO),7293752671,01/07/2018,31/07/2018,1 425,"178,99",35
49757,(1118KO),7293331014,01/08/2018,31/08/2018,1 436,"180,32",35
49758,(1118KO),7292415194,01/09/2018,30/09/2018,1 374,"173,92",35
49759,(1118KO),7293114846,01/10/2018,31/10/2018,1 419,"179,38",35
49760,(1118KO),7294313621,01/11/2018,30/11/2018,1 366,"172,95",35
49761,(1118KO),7293020499,01/12/2018,31/12/2018,1 408,"178,05",35
49762,(1118KO),7293335434,01/01/2019,31/01/2019,1 406,"195,15",35
49763,(1118KO),7294044545,01/02/2019,28/02/2019,1 277,"177,92",35
49764,(1118KO),7292604722,01/03/2019,31/03/2019,1 412,"195,95",35
49765,(1118KO),7294049310,01/04/2019,30/04/2019,1 364,"189,54",35
49766,(1118KO),7294051715,01/05/2019,31/05/2019,1 417,"196,62",35
49767,(1118KO),7293608854,01/06/2019,30/06/2019,1 435,"199,03",35
49768,(1118KO),7292425654,01/07/2019,31/07/2019,1 424,"197,56",35
49769,(1118KO),7293613757,01/08/2019,31/08/2019,1 428,"198,09",35
49770,(1118KO),7293344257,01/09/2019,30/09/2019,1 373,"190,74",35
49771,(1118KO),7292217276,01/10/2019,31/10/2019,1 423,"197,42",35
49772,(1118KO),7294323922,01/11/2019,30/11/2019,1 378,"191,41",35
49773,(1118KO),7294326246,01/12/2019,31/12/2019,1 423,"197,42",35
49774,(1118KO),7294059396,01/01/2020,31/01/2020,1 420,"196,28",35
49775,(1118KO),7294525921,01/02/2020,29/02/2020,1 329,"184,23",35
49776,(1118KO),7293937310,01/03/2020,31/03/2020,1 431,"197,74",35
49777,(1118KO),7294061862,01/04/2020,30/04/2020,1 387,"191,91",35
49778,(1118KO),7293422362,01/05/2020,31/05/2020,1 437,"198,54",35
49779,(1118KO),7292712403,01/06/2020,30/06/2020,1 387,"191,91",35
49780,(1118KO),7292714655,01/07/2020,31/07/2020,1 439,"198,80",35
49781,(1118KO),7293774998,01/08/2020,31/08/2020,1 443,"199,33",35
49782,(1118KO),7294429343,01/09/2020,30/09/2020,1 381,"191,12",35
49783,(1118KO),7294130727,01/10/2020,31/10/2020,1 446,"199,73",35
49784,(1118KO),7294332763,01/11/2020,30/11/2020,1 699,"225,07",35
49785,(1105KO),7293511510,01/01/2018,31/01/2018,2 021,"252,50",22
49786,(1105KO),7293522867,01/02/2018,28/02/2018,1 839,"230,57",22
49787,(1105KO),7293319851,01/03/2018,31/03/2018,2 003,"250,33",22
49788,(1105KO),7293534003,01/04/2018,30/04/2018,1 881,"235,63",22
49789,(1105KO),7293413195,01/05/2018,31/05/2018,1 968,"246,11",22
49790,(1105KO),7293543396,01/06/2018,30/06/2018,1 919,"240,21",22
49791,(1105KO),7293752671,01/07/2018,31/07/2018,1 987,"248,54",22
49792,(1105KO),7293331014,01/08/2018,31/08/2018,1 997,"249,75",22
49793,(1105KO),7292415194,01/09/2018,30/09/2018,1 893,"238,70",22
49794,(1105KO),7293114846,01/10/2018,31/10/2018,1 941,"244,52",22
49795,(1105KO),7294313621,01/11/2018,30/11/2018,1 886,"237,85",22
49796,(1105KO),7293020499,01/12/2018,31/12/2018,2 098,"263,57",22
49797,(1105KO),7293335434,01/01/2019,31/01/2019,2 108,"290,78",22
49798,(1105KO),7294044545,01/02/2019,28/02/2019,1 823,"252,70",22
49799,(1105KO),7292604722,01/03/2019,31/03/2019,1 937,"267,93",22
49800,(1105KO),7294049310,01/04/2019,30/04/2019,1 872,"259,25",22
49801,(1105KO),7294051715,01/05/2019,31/05/2019,1 945,"269,00",22
49802,(1105KO),7293608854,01/06/2019,30/06/2019,1 932,"267,26",22
49803,(1105KO),7292425654,01/07/2019,31/07/2019,1 984,"274,21",22
49804,(1105KO),7293613757,01/08/2019,31/08/2019,1 988,"274,75",22
49805,(1105KO),7293344257,01/09/2019,30/09/2019,1 890,"261,65",22
49806,(1105KO),7292217276,01/10/2019,31/10/2019,1 085,"153,36",22
49807,(1366BR),90191740,01/01/2018,31/12/2018,23 527,"3 507,88",2
49808,(1366BR),90199703,01/01/2019,31/12/2019,22 389,"3 430,22",2
49809,(1107KO),7040010971,01/01/2018,31/05/2018,5 779,"770,75",31
49810,(1107KO),7293543396,01/06/2018,30/06/2018,1 153,"153,92",31
49811,(1107KO),7293752671,01/07/2018,31/07/2018,1 185,"157,86",31
49812,(1107KO),7293331014,01/08/2018,31/08/2018,1 218,"154,63",31
49813,(1107KO),7292415194,01/09/2018,30/09/2018,1 144,"146,61",31
49814,(1107KO),7293114846,01/10/2018,31/10/2018,1 182,"151,22",31
49815,(1107KO),7294313621,01/11/2018,30/11/2018,1 147,"146,98",31
49816,(1107KO),7293020499,01/12/2018,31/12/2018,1 182,"151,22",31
49817,(1107KO),7293335434,01/01/2019,31/01/2019,1 184,"166,10",31
49818,(1107KO),7294044545,01/02/2019,28/02/2019,1 064,"150,07",31
49819,(1107KO),7292604722,01/03/2019,31/03/2019,1 175,"164,90",31
49820,(1107KO),7294049310,01/04/2019,30/04/2019,1 135,"159,55",31
49821,(1107KO),7294051715,01/05/2019,31/05/2019,1 179,"165,43",31
49822,(1107KO),7293608854,01/06/2019,30/06/2019,1 182,"165,83",31
49823,(1107KO),7292425654,01/07/2019,31/07/2019,1 184,"166,10",31
49824,(1107KO),7293613757,01/08/2019,31/08/2019,1 195,"167,57",31
49825,(1107KO),7293344257,01/09/2019,30/09/2019,1 152,"161,82",31
49826,(1107KO),7292217276,01/10/2019,31/10/2019,1 177,"165,16",31
49827,(1107KO),7294323922,01/11/2019,30/11/2019,1 139,"160,09",31
49828,(1107KO),7294326246,01/12/2019,31/12/2019,1 176,"165,03",31
49829,(1107KO),7294059396,01/01/2020,31/01/2020,1 176,"164,64",31
49830,(1107KO),7294525921,01/02/2020,29/02/2020,1 098,"154,31",31
49831,(1107KO),7293937310,01/03/2020,31/03/2020,1 179,"165,04",31
49832,(1107KO),7294061862,01/04/2020,30/04/2020,1 139,"159,74",31
49833,(1107KO),7293422362,01/05/2020,31/05/2020,1 180,"165,17",31
49834,(1107KO),7292712403,01/06/2020,30/06/2020,1 145,"160,53",31
49835,(1107KO),7292714655,01/07/2020,31/07/2020,1 450,"200,94",31
49836,(1107KO),7293774998,01/08/2020,31/08/2020,1 952,"267,44",31
49837,(1107KO),7294429343,01/09/2020,30/09/2020,1 856,"254,72",31
49838,(1107KO),7294130727,01/10/2020,31/10/2020,1 884,"258,43",31
49839,(1107KO),7294332763,01/11/2020,30/11/2020,1 788,"236,86",31
49840,(1109KO),90193163,01/01/2018,31/12/2018,4 673,"587,40",2
49841,(1109KO),90199703,01/01/2019,31/12/2019,25 355,"2 974,90",2
49842,(1111KO),7293511512,01/01/2018,31/01/2018,2 114,"236,05",35
49843,(1111KO),7293522869,01/02/2018,28/02/2018,1 910,"216,69",35
49844,(1111KO),7294036218,01/03/2018,31/03/2018,2 120,"236,54",35
49845,(1111KO),7294503958,01/04/2018,30/04/2018,2 063,"231,21",35
49846,(1111KO),7292906570,01/05/2018,31/05/2018,2 139,"238,42",35
49847,(1111KO),7292412333,01/06/2018,30/06/2018,2 087,"233,48",35
49848,(1111KO),7293112479,01/07/2018,31/07/2018,2 166,"241,13",35
49849,(1111KO),7294312107,01/08/2018,31/08/2018,2 187,"243,12",35
49850,(1111KO),7292909849,01/09/2018,30/09/2018,2 078,"234,37",35
49851,(1111KO),7293114848,01/10/2018,31/10/2018,2 140,"240,35",35
49852,(1111KO),7293218467,01/11/2018,30/11/2018,2 065,"233,18",35
49853,(1111KO),7292603754,01/12/2018,31/12/2018,2 117,"238,16",35
49854,(1111KO),7293807394,01/01/2019,31/01/2019,2 118,"264,93",35
49855,(1111KO),7292912456,01/02/2019,28/02/2019,1 919,"243,35",35
49856,(1111KO),7292333732,01/03/2019,31/03/2019,2 124,"265,49",35
49857,(1111KO),7292513015,01/04/2019,30/04/2019,2 070,"259,65",35
49858,(1111KO),7294519309,01/05/2019,31/05/2019,2 151,"268,42",35
49859,(1111KO),7293764192,01/06/2019,30/06/2019,2 150,"268,31",35
49860,(1111KO),7293342765,01/07/2019,31/07/2019,2 178,"271,34",35
49861,(1111KO),7293418245,01/08/2019,31/08/2019,2 245,"278,65",35
49862,(1111KO),7293933482,01/09/2019,30/09/2019,2 092,"262,12",35
49863,(1111KO),7293027460,01/10/2019,31/10/2019,2 134,"266,62",35
49864,(1111KO),7293616108,01/11/2019,30/11/2019,2 057,"258,30",35
49865,(1111KO),7293229062,01/12/2019,31/12/2019,2 116,"264,71",35
49866,(1111KO),7292613362,01/01/2020,31/01/2020,2 115,"258,00",35
49867,(1111KO),7293421758,01/02/2020,29/02/2020,1 983,"244,25",35
49868,(1111KO),7292920526,01/03/2020,31/03/2020,2 120,"258,44",35
49869,(1111KO),7293230607,01/04/2020,30/04/2020,2 544,"302,62",35
49870,(1111KO),7292617948,01/05/2020,31/05/2020,2 748,"323,84",35
49871,(1111KO),7292528695,01/06/2020,30/06/2020,2 829,"332,29",35
49872,(1111KO),7294127088,01/07/2020,31/07/2020,2 993,"349,40",35
49873,(1111KO),7294528419,01/08/2020,31/08/2020,3 072,"357,63",35
49874,(1111KO),7292924376,01/09/2020,30/09/2020,2 889,"338,57",35
49875,(1111KO),7294130729,01/10/2020,31/10/2020,2 960,"345,93",35
49876,(1111KO),7292534095,01/11/2020,30/11/2020,2 833,"294,98",35
49877,(1112KO),7277191605,01/01/2018,31/05/2018,9 743,"1 248,35",31
49878,(1112KO),7293543396,01/06/2018,30/06/2018,1 994,"255,25",31
49879,(1112KO),7293752671,01/07/2018,31/07/2018,2 066,"264,06",31
49880,(1112KO),7293331014,01/08/2018,31/08/2018,2 048,"255,89",31
49881,(1112KO),7292415194,01/09/2018,30/09/2018,1 970,"248,04",31
49882,(1112KO),7293114846,01/10/2018,31/10/2018,2 043,"256,90",31
49883,(1112KO),7294313621,01/11/2018,30/11/2018,1 962,"247,07",31
49884,(1112KO),7293020499,01/12/2018,31/12/2018,2 020,"254,11",31
49885,(1112KO),7293335434,01/01/2019,31/01/2019,2 019,"278,89",31
49886,(1112KO),7294044545,01/02/2019,28/02/2019,1 833,"254,04",31
49887,(1112KO),7292604722,01/03/2019,31/03/2019,2 048,"282,76",31
49888,(1112KO),7294049310,01/04/2019,30/04/2019,1 999,"276,22",31
49889,(1112KO),7294051715,01/05/2019,31/05/2019,2 051,"283,16",31
49890,(1112KO),7293608854,01/06/2019,30/06/2019,2 286,"314,56",31
49891,(1112KO),7292425654,01/07/2019,31/07/2019,2 542,"348,77",31
49892,(1112KO),7293613757,01/08/2019,31/08/2019,2 519,"345,70",31
49893,(1112KO),7293344257,01/09/2019,30/09/2019,2 413,"331,53",31
49894,(1112KO),7292217276,01/10/2019,31/10/2019,2 474,"339,68",31
49895,(1112KO),7294323922,01/11/2019,30/11/2019,2 372,"326,05",31
49896,(1112KO),7294326246,01/12/2019,31/12/2019,2 482,"340,75",31
49897,(1112KO),7294059396,01/01/2020,31/01/2020,2 550,"348,02",31
49898,(1112KO),7294525921,01/02/2020,29/02/2020,2 354,"322,05",31
49899,(1112KO),7293937310,01/03/2020,31/03/2020,2 661,"362,72",31
49900,(1112KO),7294061862,01/04/2020,30/04/2020,2 644,"360,47",31
49901,(1112KO),7293422362,01/05/2020,31/05/2020,2 722,"370,80",31
49902,(1112KO),7292712403,01/06/2020,30/06/2020,2 654,"361,80",31
49903,(1112KO),7292714655,01/07/2020,31/07/2020,2 780,"378,49",31
49904,(1112KO),7293774998,01/08/2020,31/08/2020,2 823,"384,18",31
49905,(1112KO),7294429343,01/09/2020,30/09/2020,2 713,"369,61",31
49906,(1112KO),7294130727,01/10/2020,31/10/2020,2 774,"377,69",31
49907,(1112KO),7294332763,01/11/2020,30/11/2020,2 683,"355,43",31
49908,(1113KO),200180265,01/01/2018,31/03/2018,4 552,"564,66",11
49909,(1113KO),200180493,01/04/2018,30/06/2018,4 491,"539,36",11
49910,(1113KO),200180719,01/07/2018,30/09/2018,4 605,"558,93",11
49911,(1113KO),200180923,01/10/2018,31/12/2018,4 576,"573,15",11
49912,(1113KO),200190287,01/01/2019,31/03/2019,4 475,"573,16",11
49913,(1113KO),200190505,01/04/2019,30/06/2019,4 507,"578,09",11
49914,(1113KO),200190740,01/07/2019,30/09/2019,4 501,"567,62",11
49915,(1113KO),200190950,01/10/2019,31/10/2019,4 457,"563,88",11
49916,(1113KO),200200238,01/01/2020,31/03/2020,4 544,"584,36",11
49917,(1113KO),200200470,01/04/2020,30/06/2020,4 964,"633,28",11
49918,(1113KO),200200712,01/07/2020,30/09/2020,7 062,"887,76",11
49919,(1052KO),90193217,01/01/2018,31/12/2018,17 054,"2 099,35",2
49920,(1052KO),90199703,01/01/2019,31/12/2019,16 979,"2 237,15",2
49921,(1115KO),7293511512,01/01/2018,31/01/2018,2 269,"250,77",35
49922,(1115KO),7293522869,01/02/2018,28/02/2018,2 047,"229,63",35
49923,(1115KO),7294036218,01/03/2018,31/03/2018,2 268,"250,67",35
49924,(1115KO),7294503958,01/04/2018,30/04/2018,2 208,"244,94",35
49925,(1115KO),7292906570,01/05/2018,31/05/2018,2 285,"252,25",35
49926,(1115KO),7292412333,01/06/2018,30/06/2018,2 224,"246,42",35
49927,(1115KO),7293112479,01/07/2018,31/07/2018,2 299,"253,79",35
49928,(1115KO),7294312107,01/08/2018,31/08/2018,2 315,"255,27",35
49929,(1115KO),7292909849,01/09/2018,30/09/2018,2 216,"247,63",35
49930,(1115KO),7293114848,01/10/2018,31/10/2018,2 292,"254,90",35
49931,(1115KO),7293218467,01/11/2018,30/11/2018,2 214,"247,43",35
49932,(1115KO),7292603754,01/12/2018,31/12/2018,2 288,"254,51",35
49933,(1115KO),7293807394,01/01/2019,31/01/2019,2 295,"284,04",35
49934,(1115KO),7292912456,01/02/2019,28/02/2019,2 070,"259,65",35
49935,(1115KO),7292333732,01/03/2019,31/03/2019,2 299,"284,49",35
49936,(1115KO),7292513015,01/04/2019,30/04/2019,2 221,"276,06",35
49937,(1115KO),7294519309,01/05/2019,31/05/2019,2 302,"284,72",35
49938,(1115KO),7293764192,01/06/2019,30/06/2019,2 268,"281,12",35
49939,(1115KO),7293342765,01/07/2019,31/07/2019,2 336,"300,41",35
49940,(1115KO),7293418245,01/08/2019,31/08/2019,2 333,"288,09",35
49941,(1115KO),7293933482,01/09/2019,30/09/2019,2 247,"278,87",35
49942,(1115KO),7293027460,01/10/2019,31/10/2019,2 323,"296,07",35
49943,(1115KO),7293616108,01/11/2019,30/11/2019,2 241,"278,20",35
49944,(1115KO),7293229062,01/12/2019,31/12/2019,2 311,"285,73",35
49945,(1115KO),7292613362,01/01/2020,31/01/2020,2 313,"278,58",35
49946,(1115KO),7293421758,01/02/2020,29/02/2020,2 168,"263,53",35
49947,(1115KO),7292920526,01/03/2020,31/03/2020,2 347,"282,15",35
49948,(1115KO),7293230607,01/04/2020,30/04/2020,2 428,"312,61",35
49949,(1115KO),7292617948,01/05/2020,31/05/2020,2 643,"312,91",35
49950,(1115KO),7292528695,01/06/2020,30/06/2020,2 710,"319,94",35
49951,(1115KO),7294127088,01/07/2020,31/07/2020,2 854,"334,89",35
49952,(1115KO),7294528419,01/08/2020,31/08/2020,2 902,"339,87",35
49953,(1115KO),7292924376,01/09/2020,30/09/2020,2 799,"329,15",35
49954,(1115KO),7294130729,01/10/2020,31/10/2020,2 874,"336,95",35
49955,(1115KO),7292534095,01/11/2020,30/11/2020,2 777,"289,14",35
49956,(1967KO),7293511510,01/01/2018,31/01/2018,2 000,"249,97",35
49957,(1967KO),7293522867,01/02/2018,28/02/2018,1 804,"226,35",35
49958,(1967KO),7293319851,01/03/2018,31/03/2018,1 995,"249,37",35
49959,(1967KO),7293534003,01/04/2018,30/04/2018,1 924,"240,81",35
49960,(1967KO),7293413195,01/05/2018,31/05/2018,1 998,"249,73",35
49961,(1967KO),7293543396,01/06/2018,30/06/2018,1 940,"242,74",35
49962,(1967KO),7293752671,01/07/2018,31/07/2018,2 009,"251,19",35
49963,(1967KO),7293331014,01/08/2018,31/08/2018,2 023,"252,88",35
49964,(1967KO),7292415194,01/09/2018,30/09/2018,1 929,"243,07",35
49965,(1967KO),7293114846,01/10/2018,31/10/2018,1 979,"249,13",35
49966,(1967KO),7294313621,01/11/2018,30/11/2018,1 907,"240,40",35
